split,prob_attack,pred,label,device,scenario,text
test,0.0013574958,0,1,wisenet-camera,ddos_wisenet-camera_80,client max packet size is 254 | server mean packet size is 74 | server bytes is 444 | server stddev packet size is 0 | client max inter-arrival is 12.9s | server stddev inter-arrival is 6.1s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 1.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
test,0.0014396687,0,1,wisenet-camera,ddos_wisenet-camera_80,client max packet size is 255 | server mean packet size is 74 | server bytes is 444 | server stddev packet size is 0 | client max inter-arrival is 13.1s | server stddev inter-arrival is 6.1s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 1.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
test,0.0013520475,0,1,wisenet-camera,ddos_wisenet-camera_80,client max packet size is 254 | server mean packet size is 74 | server bytes is 444 | server stddev packet size is 0 | client max inter-arrival is 13.3s | server stddev inter-arrival is 6.1s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 1.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
test,0.0013531137,0,1,wisenet-camera,ddos_wisenet-camera_80,client max packet size is 254 | server mean packet size is 74 | server bytes is 444 | server stddev packet size is 0 | client max inter-arrival is 13.2s | server stddev inter-arrival is 6.1s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 1.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
test,0.001461668,0,1,wisenet-camera,ddos_wisenet-camera_80,client max packet size is 255 | server mean packet size is 74 | server bytes is 444 | server stddev packet size is 0 | client max inter-arrival is 13.0s | server stddev inter-arrival is 6.1s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 1.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
test,0.0013551827,0,1,wisenet-camera,ddos_wisenet-camera_80,client max packet size is 254 | server mean packet size is 74 | server bytes is 444 | server stddev packet size is 0 | client max inter-arrival is 13.4s | server stddev inter-arrival is 6.1s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 1.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
test,0.0014340762,0,1,wisenet-camera,ddos_wisenet-camera_80,client max packet size is 255 | server mean packet size is 74 | server bytes is 444 | server stddev packet size is 0 | client max inter-arrival is 13.2s | server stddev inter-arrival is 6.1s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 1.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
test,0.0013520475,0,1,wisenet-camera,ddos_wisenet-camera_80,client max packet size is 254 | server mean packet size is 74 | server bytes is 444 | server stddev packet size is 0 | client max inter-arrival is 13.3s | server stddev inter-arrival is 6.1s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 1.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
test,0.0014886481,0,1,wisenet-camera,ddos_wisenet-camera_80,client max packet size is 253 | server mean packet size is 74 | server bytes is 296 | server stddev packet size is 0 | client max inter-arrival is 7.3s | server stddev inter-arrival is 1.5s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 1.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
test,0.0014396687,0,1,wisenet-camera,ddos_wisenet-camera_80,client max packet size is 255 | server mean packet size is 74 | server bytes is 444 | server stddev packet size is 0 | client max inter-arrival is 13.1s | server stddev inter-arrival is 6.1s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 1.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
test,0.0013552745,0,1,wisenet-camera,ddos_wisenet-camera_80,client max packet size is 254 | server mean packet size is 74 | server bytes is 444 | server stddev packet size is 0 | client max inter-arrival is 13.1s | server stddev inter-arrival is 6.1s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 1.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
