flow_key,scenario,device,label,pred,outcome,prob,completeness_error,unassigned_frac,unassigned_attr,n_tokens_assigned,logodds_delta,fx,f0,n_tokens_flow,n_tokens_baseline,attr_client max packet size,share_client max packet size,val_client max packet size,attr_server mean packet size,share_server mean packet size,val_server mean packet size,attr_server bytes,share_server bytes,val_server bytes,attr_server stddev packet size,share_server stddev packet size,val_server stddev packet size,attr_client max inter-arrival,share_client max inter-arrival,val_client max inter-arrival,attr_server stddev inter-arrival,share_server stddev inter-arrival,val_server stddev inter-arrival,attr_server psh packets,share_server psh packets,val_server psh packets,attr_client min inter-arrival,share_client min inter-arrival,val_client min inter-arrival,attr_total min packet size,share_total min packet size,val_total min packet size,attr_server min inter-arrival,share_server min inter-arrival,val_server min inter-arrival,attr_total min inter-arrival,share_total min inter-arrival,val_total min inter-arrival,attr_server rst packets,share_server rst packets,val_server rst packets,attr_total rst packets,share_total rst packets,val_total rst packets,text
469f6439a49f3fd9,ddos_wisenet-camera_80,wisenet-camera,1,1,detected,0.9991589784622192,1.6689300537109375e-05,0.0807719720733023,0.0398327372968196,104,13.44397497177124,7.08003044128418,-6.3639445304870605,118,119,15.058838844299316,0.8488097863709201,234.0,-0.1536102294921875,0.0086584276136941,68.67,-0.1679089665412902,0.0094643933369157,206.0,-1.3644591569900513,0.0769094016830525,4.62,-0.0490815117955207,0.0027665391716233,0.0,0.1608949899673462,0.0090690420074476,0.0,0.0960961431264877,0.0054165761093287,0.0,-0.1107600852847099,0.0062431270631818,0.0,0.0270951762795448,0.0015272526007693,66.0,-0.3065713346004486,0.0172802665411459,0.0,-0.016090765595436,0.0009069755941227,0.0,0.0421259514987468,0.0023744805467427,0.0,0.1875898689031601,0.0105737313610549,0.0,client max packet size is 234 | server mean packet size is 68.67 | server bytes is 206 | server stddev packet size is 4.62 | client max inter-arrival is 0.0s | server stddev inter-arrival is 0.0s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 0.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
5c318988490d1158,dos_wisenet-camera_554,wisenet-camera,1,1,detected,0.9991607666015624,1.71661376953125e-05,0.0913567630289781,0.0602367194369435,104,13.446063041687012,7.082118511199951,-6.3639445304870605,118,119,13.29192352294922,0.8535080537243942,234.0,0.3607593476772308,0.0231652708629605,67.14,0.3240302801132202,0.020806804466615,470.0,-0.6838976144790649,0.0439147968970008,3.02,-0.0433878153562545,0.0027860414466072,15.0,0.0933836102485656,0.0059963979852425,7.6,0.0928852260112762,0.0059643954718635,0.0,-0.1016787141561508,0.0065290476035901,0.0,0.074788898229599,0.0048023844598508,66.0,-0.2647733986377716,0.0170017701169541,0.0,0.0098285367712378,0.0006311152239248,0.0,0.0485906638205051,0.0031201295158681,0.0,0.1833566129207611,0.011773792225128,0.0,client max packet size is 234 | server mean packet size is 67.14 | server bytes is 470 | server stddev packet size is 3.02 | client max inter-arrival is 15.0s | server stddev inter-arrival is 7.6s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 0.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
1777cce92165326e,dos_wisenet-camera_80,wisenet-camera,1,1,detected,0.9991594552993774,1.7642974853515625e-05,0.0930044057157338,0.1907814079895615,104,13.444530963897703,7.0805864334106445,-6.3639445304870605,118,119,13.664398193359377,0.8818230272133032,234.0,0.0885094553232193,0.0057118999845929,67.6,0.3489421606063843,0.0225187547987156,338.0,-0.5131170153617859,0.0331136719962449,3.58,-0.3033976554870605,0.0195795698592155,35.9,0.0347105860710144,0.0022400250382314,17.0,0.07612095028162,0.0049124158899521,0.0,-0.066006951034069,0.0042597155435846,0.0,0.0220361072570085,0.0014220858126643,66.0,-0.2384068518877029,0.0153854307277269,0.0,0.0024190479889512,0.0001561116845693,0.0,0.0127381198108196,0.0008220462557979,0.0,0.124821051955223,0.0080552451954009,0.0,client max packet size is 234 | server mean packet size is 67.60 | server bytes is 338 | server stddev packet size is 3.58 | client max inter-arrival is 35.9s | server stddev inter-arrival is 17.0s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 0.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
4daa82a99ec18615,ddos_wisenet-camera_80,wisenet-camera,1,1,detected,0.998537540435791,0.0001001358032226,0.0998384372556612,-0.9271630123257636,100,12.886632919311523,6.526134490966797,-6.360498428344727,114,119,5.376034736633301,0.3825368308453079,74.0,0.5356055498123169,0.0381115189253171,0.0,0.1221173405647277,0.0086893747416785,0.0,0.8391730189323425,0.0597121489944651,0.0,0.6099085211753845,0.0433986170524802,2.0,0.3095206022262573,0.022024230879712,0.0,0.0289546996355056,0.002060299008332,0.0,0.5583993792533875,0.0397334353943085,1.0,2.1125476360321045,0.1503203229307167,74.0,2.9293293952941895,0.2084392006885717,0.0,0.5120767951011658,0.0364373081543917,1.0,-0.1115033701062202,0.007934127645856,0.0,-0.0084685087203979,0.0006025847388619,0.0,client max packet size is 74 | server mean packet size is 0 | server bytes is 0 | server stddev packet size is 0 | client max inter-arrival is 2.0s | server stddev inter-arrival is 0.0s | server psh packets is 0 | client min inter-arrival is 1.0s | total min packet size is 74 | server min inter-arrival is 0.0s | total min inter-arrival is 1.0s | server rst packets is 0 | total rst packets is 0
a35c7fb55c6742ba,ddos_wisenet-camera_80,wisenet-camera,1,1,detected,0.9986259937286376,0.0002732276916503,0.0440000315022366,-0.6471921801567078,100,12.949109554290771,6.588611125946045,-6.360498428344727,114,119,7.656136035919189,0.4203627701802148,255.0,1.2062318325042725,0.0662285717249767,74.0,-1.7681050300598145,0.097078411997715,296.0,0.9763874411582948,0.0536088867294003,0.0,0.2185224890708923,0.0119980520750357,7.1,0.9463925957679749,0.051962009474314,1.5,0.5261372327804565,0.0288877448923217,0.0,0.9464298486709596,0.0519640548577061,0.0,-0.5401894450187683,0.0296592864161327,66.0,1.5613305568695068,0.0857253887566125,1.0,0.9699485898017884,0.0532553593912886,0.0,0.4541117548942566,0.0249331613705881,0.0,0.4432410597801208,0.0243363021336932,0.0,client max packet size is 255 | server mean packet size is 74 | server bytes is 296 | server stddev packet size is 0 | client max inter-arrival is 7.1s | server stddev inter-arrival is 1.5s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 1.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
0ea7bad5dbb85bb1,ddos_wisenet-camera_80,wisenet-camera,1,1,detected,0.9986777901649476,1.0967254638671877e-05,0.0695799904923736,-0.6713069677352905,101,12.987493991851808,6.627169132232666,-6.360324859619141,115,119,7.472627639770508,0.4711269211948823,255.0,1.091067671775818,0.0687885677968554,74.0,-0.5015842914581299,0.0316233959921549,444.0,0.5493456125259399,0.0346346050650011,0.0,0.5522704720497131,0.0348190087485232,13.4,0.4409352242946625,0.0277996529042492,6.1,0.6733653545379639,0.0424536805011354,0.0,0.8647912740707397,0.0545225147123294,0.0,-0.5995984077453613,0.0378028941641606,66.0,1.652670979499817,0.1041959840439462,1.0,0.5836436152458191,0.0367969920061824,0.0,0.4142667055130005,0.0261182822068036,0.0,0.4650100767612457,0.0293175006637758,0.0,client max packet size is 255 | server mean packet size is 74 | server bytes is 444 | server stddev packet size is 0 | client max inter-arrival is 13.4s | server stddev inter-arrival is 6.1s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 1.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
e340507fa26fae9e,dos_wisenet-camera_554,wisenet-camera,1,1,detected,0.9991577863693236,3.8623809814453125e-05,0.0,7.012858986854553e-07,105,13.94074773788452,7.0786519050598145,-6.862095832824707,119,119,14.031350135803224,0.916102196864645,234.0,-0.4559901058673858,0.029771442782811,68.86,0.3165211081504822,0.020665558176814,482.0,-0.1777516901493072,0.011605348898441,5.01,-0.0089248251169919,0.0005826988719671,15.0,-0.045158676803112,0.0029483950315849,7.9,4.0908344089984894e-05,2.6708922183691667e-06,0.0,0.0,0.0,0.0,0.2806215584278106,0.0183216884815184,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,client max packet size is 234 | server mean packet size is 68.86 | server bytes is 482 | server stddev packet size is 5.01 | client max inter-arrival is 15.0s | server stddev inter-arrival is 7.9s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 0.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
d247007d2316ce78,ddos_wisenet-camera_80,wisenet-camera,1,1,detected,0.9991549253463744,6.198883056640625e-05,0.0875467694545688,-0.94541797041893,100,13.435674667358398,7.075176239013672,-6.360498428344727,114,119,8.062517166137695,0.5291465462102095,234.0,0.57853764295578,0.0379696798548705,74.0,-0.2600932717323303,0.017070035770926,74.0,1.1316065788269043,0.0742678372667394,0.0,0.7499805688858032,0.0492215544566461,1.0,0.3178243041038513,0.0208589488062795,0.0,0.0302266180515289,0.0019837862315205,0.0,0.6152825951576233,0.0403812672223897,0.0,-0.1269058287143707,0.0083288853312696,66.0,3.037769556045532,0.1993701514850905,0.0,0.265257328748703,0.0174089551032312,0.0,-0.040901705622673,0.002684396921999,0.0,0.0199290961027145,0.001307955338828,0.0,client max packet size is 234 | server mean packet size is 74 | server bytes is 74 | server stddev packet size is 0 | client max inter-arrival is 1.0s | server stddev inter-arrival is 0.0s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 0.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
18c2931c2ae44927,ddos_wisenet-camera_80,wisenet-camera,1,1,detected,0.9988583326339722,0.0001869201660156,0.0577824028748595,-0.7840532809495926,100,13.134567260742188,6.774068832397461,-6.360498428344727,114,119,6.9887166023254395,0.4758124448030912,255.0,0.9185699820518494,0.0625389543964898,74.0,-0.0555868297815322,0.0037845153670136,148.0,1.04826557636261,0.0713690130926257,0.0,0.2610117793083191,0.0177704519873895,1.0,0.6939905881881714,0.0472489266951066,0.0,0.3951981663703918,0.0269062571030317,0.0,0.7784203886985779,0.0529971566035459,0.0,-0.3289920091629028,0.0223987465951037,66.0,1.814932346343994,0.1235659486576979,1.0,0.720535933971405,0.0490562121516468,0.0,0.3908614218235016,0.0266109987397643,0.0,0.2928835153579712,0.0199403738074927,0.0,client max packet size is 255 | server mean packet size is 74 | server bytes is 148 | server stddev packet size is 0 | client max inter-arrival is 1.0s | server stddev inter-arrival is 0.0s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 1.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
6864815a323f55cd,dos_wisenet-camera_80,wisenet-camera,1,1,detected,0.9987527132034302,0.0002198219299316,0.0505942893560907,-0.7241468094289303,100,13.046019077301024,6.685520648956299,-6.360498428344727,114,119,7.163229942321777,0.4515767622890985,255.0,1.1130709648132324,0.0701690419734656,74.0,-0.6526832580566406,0.0411457673209896,370.0,1.1979084014892578,0.0755172738861003,0.0,0.0150861404836177,0.0009510445050466,11.7,0.5926319360733032,0.0373600754235121,3.1,0.4315787553787231,0.0272071312237554,0.0,0.8727399706840515,0.0550183497465734,0.0,-0.3934774696826935,0.0248051902875849,66.0,1.813745617866516,0.114340232035987,1.0,0.8301762342453003,0.0523350917125994,0.0,0.4438857734203338,0.0279829772325271,0.0,0.3424926996231079,0.0215910623627595,0.0,client max packet size is 255 | server mean packet size is 74 | server bytes is 370 | server stddev packet size is 0 | client max inter-arrival is 11.7s | server stddev inter-arrival is 3.1s | server psh packets is 0 | client min inter-arrival is 0.0s | total min packet size is 66 | server min inter-arrival is 1.0s | total min inter-arrival is 0.0s | server rst packets is 0 | total rst packets is 0
