flow_key,scenario,prob,condition,model,model_id,raw_output,json_status,valid_json,verdict,confidence,explanation,mitigation,text_for_eval,gen_seconds,prompt_tokens,gen_tokens,truncated,tokens_per_second
469f6439a49f3fd9,ddos_wisenet-camera_80,0.9991589784622192,zero_shot,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",
 ""confidence"":""0.9992 (alert threshold 0.24)"",
 ""explanation"":""The client's maximum packet size is significantly higher than normal (234 vs 106), indicating potential DDoS activity. The standard deviation of packet sizes is also elevated (4.62 vs 0.25), suggesting possible malicious behavior. The minimum inter-arrival time is shorter (0.0s vs 0.0s), further supporting the suspicion of a slowloris attack. The remaining features are all either low on their own or individually insignificant."",
 ""mitigation"":""No action required""}",clean,True,Attack (Slowloris),0.9992 (alert threshold 0.24),"The client's maximum packet size is significantly higher than normal (234 vs 106), indicating potential DDoS activity. The standard deviation of packet sizes is also elevated (4.62 vs 0.25), suggesting possible malicious behavior. The minimum inter-arrival time is shorter (0.0s vs 0.0s), further supporting the suspicion of a slowloris attack. The remaining features are all either low on their own or individually insignificant.",No action required,"The client's maximum packet size is significantly higher than normal (234 vs 106), indicating potential DDoS activity. The standard deviation of packet sizes is also elevated (4.62 vs 0.25), suggesting possible malicious behavior. The minimum inter-arrival time is shorter (0.0s vs 0.0s), further supporting the suspicion of a slowloris attack. The remaining features are all either low on their own or individually insignificant.",2.217976832995191,706,140,False,63.12058715732471
5c318988490d1158,dos_wisenet-camera_554,0.9991607666015624,zero_shot,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",
 ""confidence"":""0.9992 (high alert threshold 0.24)"",
 ""explanation"":""The highest packet size indicates potential slowloris attacks, which are common on IoT networks. The standard deviation and mean packet sizes suggest a mix of legitimate and potentially malicious traffic patterns."",
 ""mitigation"":""Monitor and analyze all traffic closely, especially during peak hours or unusual times. Implement additional security measures such as firewalls and intrusion detection systems.""}",clean,True,Attack (Slowloris),0.9992 (high alert threshold 0.24),"The highest packet size indicates potential slowloris attacks, which are common on IoT networks. The standard deviation and mean packet sizes suggest a mix of legitimate and potentially malicious traffic patterns.","Monitor and analyze all traffic closely, especially during peak hours or unusual times. Implement additional security measures such as firewalls and intrusion detection systems.","The highest packet size indicates potential slowloris attacks, which are common on IoT networks. The standard deviation and mean packet sizes suggest a mix of legitimate and potentially malicious traffic patterns.",1.454256582990638,709,103,False,70.82656609893652
1777cce92165326e,dos_wisenet-camera_80,0.9991594552993774,zero_shot,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",
 ""confidence"":""0.9992 (alert threshold 0.24)"",
 ""explanation"":""The highest client max packet size indicates potential slowloris attacks due to large packet sizes, which can be indicative of malicious behavior."",
 ""mitigation"":""No action required""}",clean,True,Attack (Slowloris),0.9992 (alert threshold 0.24),"The highest client max packet size indicates potential slowloris attacks due to large packet sizes, which can be indicative of malicious behavior.",No action required,"The highest client max packet size indicates potential slowloris attacks due to large packet sizes, which can be indicative of malicious behavior.",0.9853987919923384,702,67,False,67.99277667525386
4daa82a99ec18615,ddos_wisenet-camera_80,0.998537540435791,zero_shot,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",
 ""confidence"":""0.9985 (alert threshold 0.24)"",
 ""explanation"":""The client's maximum packet size is significantly higher than normal (74 vs 106), indicating potential DDoS activity. The server's minimum inter-arrival time is also unusually short (0.0s), suggesting possible slow packet delivery issues. Together, these factors raise suspicion of a Slowloris attack."",
 ""mitigation"":""No action required""}",clean,True,Attack (Slowloris),0.9985 (alert threshold 0.24),"The client's maximum packet size is significantly higher than normal (74 vs 106), indicating potential DDoS activity. The server's minimum inter-arrival time is also unusually short (0.0s), suggesting possible slow packet delivery issues. Together, these factors raise suspicion of a Slowloris attack.",No action required,"The client's maximum packet size is significantly higher than normal (74 vs 106), indicating potential DDoS activity. The server's minimum inter-arrival time is also unusually short (0.0s), suggesting possible slow packet delivery issues. Together, these factors raise suspicion of a Slowloris attack.",1.5180786249984521,706,106,False,69.82510540263227
a35c7fb55c6742ba,ddos_wisenet-camera_80,0.9986259937286376,zero_shot,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",
 ""confidence"":""0.9986 (alert threshold 0.24)"",
 ""explanation"":""The client's maximum packet size is significantly higher than normal (255 vs 106), indicating potential DDoS activity. The server's byte count is also elevated compared to normal (296 vs 866), suggesting more complex processing. However, the server's minimum inter-arrival time is relatively low (1.0s vs 0.0s), which might be due to network congestion rather than malicious behavior. The remaining features (inter-arrival) are all either zero or close to zero, further supporting the suspicion of slowloris attacks."",
 ""mitigation"":""No action required""}",clean,True,Attack (Slowloris),0.9986 (alert threshold 0.24),"The client's maximum packet size is significantly higher than normal (255 vs 106), indicating potential DDoS activity. The server's byte count is also elevated compared to normal (296 vs 866), suggesting more complex processing. However, the server's minimum inter-arrival time is relatively low (1.0s vs 0.0s), which might be due to network congestion rather than malicious behavior. The remaining features (inter-arrival) are all either zero or close to zero, further supporting the suspicion of slowloris attacks.",No action required,"The client's maximum packet size is significantly higher than normal (255 vs 106), indicating potential DDoS activity. The server's byte count is also elevated compared to normal (296 vs 866), suggesting more complex processing. However, the server's minimum inter-arrival time is relatively low (1.0s vs 0.0s), which might be due to network congestion rather than malicious behavior. The remaining features (inter-arrival) are all either zero or close to zero, further supporting the suspicion of slowloris attacks.",2.2046907920012018,705,159,False,72.11895680648959
0ea7bad5dbb85bb1,ddos_wisenet-camera_80,0.9986777901649476,zero_shot,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",
 ""confidence"":""0.9987 (alert threshold 0.24)"",
 ""explanation"":""The client's maximum packet size is significantly higher than normal (255 vs 106), indicating potential DDoS activity. The server's minimum inter-arrival time is also unusually short (1.0s vs 0.0s), suggesting possible slow packet delivery issues. The average packet size is within the expected range but still suspiciously low at 74 bytes. The remaining features are all either insignificant or not contributing to the overall suspicion."",
 ""mitigation"":""No action required""}",clean,True,Attack (Slowloris),0.9987 (alert threshold 0.24),"The client's maximum packet size is significantly higher than normal (255 vs 106), indicating potential DDoS activity. The server's minimum inter-arrival time is also unusually short (1.0s vs 0.0s), suggesting possible slow packet delivery issues. The average packet size is within the expected range but still suspiciously low at 74 bytes. The remaining features are all either insignificant or not contributing to the overall suspicion.",No action required,"The client's maximum packet size is significantly higher than normal (255 vs 106), indicating potential DDoS activity. The server's minimum inter-arrival time is also unusually short (1.0s vs 0.0s), suggesting possible slow packet delivery issues. The average packet size is within the expected range but still suspiciously low at 74 bytes. The remaining features are all either insignificant or not contributing to the overall suspicion.",1.8716390829940792,709,135,False,72.12929096567015
e340507fa26fae9e,dos_wisenet-camera_554,0.9991577863693236,zero_shot,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",
 ""confidence"":""0.9992 (alert threshold 0.24)"",
 ""explanation"":""The highest packet size indicates potential slowloris attacks, which are common on IoT networks. The presence of slowloris attacks can be inferred from the overall large volume of data sent and received. The low suspicion level suggests these flows may be benign but still pose a risk."",
 ""mitigation"":""Monitor for unusual patterns such as slowloris attacks and report suspicious activity immediately.""}",clean,True,Attack (Slowloris),0.9992 (alert threshold 0.24),"The highest packet size indicates potential slowloris attacks, which are common on IoT networks. The presence of slowloris attacks can be inferred from the overall large volume of data sent and received. The low suspicion level suggests these flows may be benign but still pose a risk.",Monitor for unusual patterns such as slowloris attacks and report suspicious activity immediately.,"The highest packet size indicates potential slowloris attacks, which are common on IoT networks. The presence of slowloris attacks can be inferred from the overall large volume of data sent and received. The low suspicion level suggests these flows may be benign but still pose a risk.",1.5390959579963237,705,109,False,70.82079543753851
d247007d2316ce78,ddos_wisenet-camera_80,0.9991549253463744,zero_shot,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",
 ""confidence"":""0.9992 (high)"",
 ""explanation"":""The client's maximum packet size is significantly higher than normal (234 vs 106), indicating potential DDoS activity. The server's minimum inter-arrival time is also unusually short (0.0s vs 0.0s), suggesting possible low-bandwidth conditions. The standard deviation of packet sizes is relatively small (0 bytes vs 0.25), which might be due to random fluctuations rather than malicious behavior. These factors collectively raise suspicion of a Slowloris attack."",
 ""mitigation"":""No action required""}",clean,True,Attack (Slowloris),0.9992 (high),"The client's maximum packet size is significantly higher than normal (234 vs 106), indicating potential DDoS activity. The server's minimum inter-arrival time is also unusually short (0.0s vs 0.0s), suggesting possible low-bandwidth conditions. The standard deviation of packet sizes is relatively small (0 bytes vs 0.25), which might be due to random fluctuations rather than malicious behavior. These factors collectively raise suspicion of a Slowloris attack.",No action required,"The client's maximum packet size is significantly higher than normal (234 vs 106), indicating potential DDoS activity. The server's minimum inter-arrival time is also unusually short (0.0s vs 0.0s), suggesting possible low-bandwidth conditions. The standard deviation of packet sizes is relatively small (0 bytes vs 0.25), which might be due to random fluctuations rather than malicious behavior. These factors collectively raise suspicion of a Slowloris attack.",1.8957881249953061,707,137,False,72.26545951718059
18c2931c2ae44927,ddos_wisenet-camera_80,0.9988583326339722,zero_shot,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",
 ""confidence"":""0.9989 (alert threshold 0.24)"",
 ""explanation"":""The client's maximum packet size is significantly higher than normal (255 vs 106), indicating potential DDoS activity. The server's minimum inter-arrival time is also unusually short (1.0s vs 0.0s), suggesting possible slow packet delivery issues. The standard deviation of packet sizes is low (0 bytes vs 0.25), which might be due to random fluctuations rather than malicious behavior. These factors collectively raise suspicion of a Slowloris attack."",
 ""mitigation"":""Monitor server performance closely, especially during peak times. Implement additional security measures such as rate limiting and anomaly detection.""}",clean,True,Attack (Slowloris),0.9989 (alert threshold 0.24),"The client's maximum packet size is significantly higher than normal (255 vs 106), indicating potential DDoS activity. The server's minimum inter-arrival time is also unusually short (1.0s vs 0.0s), suggesting possible slow packet delivery issues. The standard deviation of packet sizes is low (0 bytes vs 0.25), which might be due to random fluctuations rather than malicious behavior. These factors collectively raise suspicion of a Slowloris attack.","Monitor server performance closely, especially during peak times. Implement additional security measures such as rate limiting and anomaly detection.","The client's maximum packet size is significantly higher than normal (255 vs 106), indicating potential DDoS activity. The server's minimum inter-arrival time is also unusually short (1.0s vs 0.0s), suggesting possible slow packet delivery issues. The standard deviation of packet sizes is low (0 bytes vs 0.25), which might be due to random fluctuations rather than malicious behavior. These factors collectively raise suspicion of a Slowloris attack.",2.2187695000029635,707,161,False,72.56274254706717
6864815a323f55cd,dos_wisenet-camera_80,0.9987527132034302,zero_shot,qwen05,Qwen/Qwen2.5-0.5B-Instruct,"{""verdict"":""Attack (Slowloris)"",
 ""confidence"":""0.9988 (alert threshold 0.24)"",
 ""explanation"":""The highest statistical measure (packet size) indicates the maximum size of packets transmitted, suggesting potential slowloris attacks. The lowest statistical measures (inter-arrival time and standard deviation) suggest low variability in the arrival times of packets, which could be indicative of a controlled environment where slowloris attacks might occur. Together, these factors raise suspicion due to their consistent deviations from normal patterns."",
 ""mitigation"":""No action required""}",clean,True,Attack (Slowloris),0.9988 (alert threshold 0.24),"The highest statistical measure (packet size) indicates the maximum size of packets transmitted, suggesting potential slowloris attacks. The lowest statistical measures (inter-arrival time and standard deviation) suggest low variability in the arrival times of packets, which could be indicative of a controlled environment where slowloris attacks might occur. Together, these factors raise suspicion due to their consistent deviations from normal patterns.",No action required,"The highest statistical measure (packet size) indicates the maximum size of packets transmitted, suggesting potential slowloris attacks. The lowest statistical measures (inter-arrival time and standard deviation) suggest low variability in the arrival times of packets, which could be indicative of a controlled environment where slowloris attacks might occur. Together, these factors raise suspicion due to their consistent deviations from normal patterns.",1.644019458006369,706,118,False,71.77530620172433
