flow_key,N,scenario,p_full,p_top_n_only,p_top_n_removed
477316d29ac89539,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
db52431bac750abc,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
25110de2d24bba2f,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
8068505585066b91,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
41de0bb10fba9a81,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
3654ec479e42f261,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
95487f64c3b78082,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
70d3c845c3657b55,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
9f0d5baf019c4557,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
7e814730096af0ba,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
ad46fcf9b7f894f2,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
dfd20ef7d5b78e97,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
2ad06d600a736c1d,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
6e241c657fd0dd24,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
eee2abca1fac9142,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
b36314c387294f93,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
a4f51cfd91707fcc,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
82dc5de26e1856c1,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
7ffd2ef4a45510a9,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
92a2123565109d6a,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
fd3c4ce866101068,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
59ec2dc647038c06,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
1f64bcc12edb1199,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
1fbac1e5f38be029,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
9ac9b39ab2eb7d5f,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
fdc8956b18c0de91,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
1ef41cc53e15895c,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
c643ad2a162dcc7c,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
d4f4679c0669913e,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
bfd6753d2fd5cb44,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
6bc64748cf381e7f,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
884c58cb00bd57f9,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
2e4b8a77e311cc50,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
5e50a29ff1921f94,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
9e9e1be68e9bee85,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
9a9f29c86ea15fbb,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
95c1e2b16abdaf4c,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
a904cd61cd7a0ba3,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
89e676ada385aeb1,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
66ba7d8738c10fe8,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
aaa78fb9554a8703,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
20c32ff4acf537fe,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
70b115a21f04daf4,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
9540718da6139bc9,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
da74c2194901052d,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
3d5c1bb55df91db5,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
4accc8a2b616d9ec,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
ddfe281cfb699c80,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
acc5d2fc058a4e3a,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
f4b8619ac77529e8,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
e002deb239e5b6eb,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
b05f0059af8882e2,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
86c2193d52f149f2,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
469f6439a49f3fd9,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
b78664381f0e4dba,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
5144f8c1022d8dba,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
9ddc115f9296b281,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
80b0d2c69f92416e,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
d72cc574d47046ea,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
bc7f81a6c68f8324,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
74d0feb9888c73ec,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
20972fbfc2d135d5,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
7dae49f4b03ef406,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
f9ae5f52b13b75a1,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
2f669d07aee7ee39,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
b4d5e58041425ef5,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
8d28af18211dcc24,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
07d882bd5d0cd79f,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
d61548dcb065b842,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
5b328ebb0400ef0f,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
c858a2973350efee,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
3bd2fe3602ee1b93,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
ee8daf86caf91dfb,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
1837468da68d7f51,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
47ebd792464383a0,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
751d3f1458539dfc,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
bbfce6ca9bca9261,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
383be0a23d667f2b,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
ba330df1bddc6480,0,ddos_wisenet-camera_80,0.9985389709472656,0.00104562530759722,0.9985389709472656
e7b2a8213d7573db,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
4b4be9b6a5690b34,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
a915a92c3817a71a,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
6d32124731b31d35,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
07fe659ec2ef9304,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
d81fec76e84a44a8,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
882b983e5ad3590e,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
2b1c25cd45a02434,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
5af0c022e40cb805,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
ff5198ffaec87229,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
39065ea8b458dc9d,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
630e62c35a40d64d,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
96b1aff0ba565de6,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
b2ac923c7073bf42,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
76d333e5a0fe67f8,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
80eb78ad08bf2263,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
2847eb6913aa49a6,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
0ab6fc3f70774166,0,ddos_wisenet-camera_80,0.9991589784622192,0.00104562530759722,0.9991589784622192
