epoch,train_loss,val_loss,epoch_seconds,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_mcc,val_tp,val_fp,val_tn,val_fn,val_false_positive_rate,val_false_negative_rate,val_pr_auc,val_roc_auc
1,0.28477922433342107,0.019202832046846075,201.0815064580238,0.9978289188015632,0.9958751124152829,0.9968017057569296,0.9925690021231423,0.9946808510638298,0.9933205236453663,935.0,3.0,3661.0,7.0,0.0008187772925764192,0.0074309978768577496,0.9998932048740637,0.9999721859093816
2,0.019228224660658558,0.011750048825022317,201.88748791700345,0.9984802431610942,0.9962845010615711,1.0,0.9925690021231423,0.9962706446457112,0.9953272499301964,935.0,0.0,3664.0,7.0,0.0,0.0074309978768577496,0.9996404284264595,0.9998722290212222
3,0.015103771690613955,0.010590794909075371,202.06993741702172,0.9984802431610942,0.9990447598253276,0.9926238145416227,1.0,0.9962982548915917,0.9953529154273116,942.0,7.0,3657.0,0.0,0.001910480349344978,0.0,0.9999842549075932,0.9999959437784515
4,0.006338228262442498,0.01027242857150012,202.01964416599367,0.998697351280938,0.9983925773463503,0.9957627118644068,0.9978768577494692,0.9968186638388123,0.9960005496607953,940.0,4.0,3660.0,2.0,0.001091703056768559,0.0021231422505307855,0.9999742529599026,0.999993336207456
5,0.005593367020623644,0.008868780894168276,202.2705937080027,0.9989144594007816,0.9989233629089831,0.9957671957671957,0.9989384288747346,0.9973502914679385,0.9966696918869778,941.0,4.0,3660.0,1.0,0.001091703056768559,0.0010615711252653928,0.9999708602015953,0.9999924670171243
6,0.005459979943337186,0.008441461615923681,202.40684108398273,0.9989144594007816,0.9985290402284464,0.9968186638388123,0.9978768577494692,0.9973474801061007,0.9966652945068406,940.0,3.0,3661.0,2.0,0.0008187772925764192,0.0021231422505307855,0.9999921376901153,0.9999979718892258
7,0.003276458253214015,0.0035163410064265703,202.02887162502157,0.9993486756404689,0.9991962886731751,0.9978791092258749,0.9989384288747346,0.9984084880636604,0.9979992656780488,941.0,2.0,3662.0,1.0,0.0005458515283842794,0.0010615711252653928,0.9999955029996817,0.9999988410795575
8,0.0005939162217525609,0.005599763210193803,202.99516670801677,0.9991315675206253,0.9994541484716157,0.9957716701902748,1.0,0.9978813559322034,0.9973387504825452,942.0,4.0,3660.0,0.0,0.001091703056768559,0.0,0.9999966299329357,0.9999991308096681
9,0.0017231583313822984,0.007082769202355165,202.52981387500768,0.9991315675206253,0.9994541484716157,0.9957716701902748,1.0,0.9978813559322034,0.9973387504825452,942.0,4.0,3660.0,0.0,0.001091703056768559,0.0,0.9999988742617971,0.9999997102698894
10,0.00022711145358907253,0.0052214891689552415,202.3337296669779,0.9991315675206253,0.9994541484716157,0.9957716701902748,1.0,0.9978813559322034,0.9973387504825452,942.0,4.0,3660.0,0.0,0.001091703056768559,0.0,0.9999988742617971,0.9999997102698894
