epoch,train_loss,val_loss,epoch_seconds,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_mcc,val_tp,val_fp,val_tn,val_fn,val_false_positive_rate,val_false_negative_rate,val_pr_auc,val_roc_auc
1,0.2969174229166458,0.0164191447298681,178.08911329097464,0.9969604863221885,0.9953292608868987,0.9925690021231423,0.9925690021231423,0.9925690021231423,0.9906585217737973,935.0,7.0,3657.0,7.0,0.001910480349344978,0.0074309978768577496,0.9962878370497484,0.9977760316709778
2,0.019488079474370628,0.00516649236181962,175.2729825830029,0.9989144594007816,0.9985290402284464,0.9968186638388123,0.9978768577494692,0.9973474801061007,0.9966652945068406,940.0,3.0,3661.0,2.0,0.0008187772925764192,0.0021231422505307855,0.9999754008451214,0.9999936259375666
3,0.009833750023378158,0.007899395644113169,175.70196683399263,0.9989144594007816,0.9985290402284464,0.9968186638388123,0.9978768577494692,0.9973474801061007,0.9966652945068406,940.0,3.0,3661.0,2.0,0.0008187772925764192,0.0021231422505307855,0.999869147621707,0.9999620453555105
4,0.005256739351561362,0.009806009357323696,175.34646900001098,0.998697351280938,0.998786900026887,0.9947145877378436,0.9989384288747346,0.996822033898305,0.9960063504370883,941.0,5.0,3659.0,1.0,0.0013646288209606986,0.0010615711252653928,0.9999831268496525,0.9999956540483409
5,0.003349257194432199,0.009107656217322945,176.15569004099234,0.998697351280938,0.998786900026887,0.9947145877378436,0.9989384288747346,0.996822033898305,0.9960063504370883,941.0,5.0,3659.0,1.0,0.0013646288209606986,0.0010615711252653928,0.9999864933135889,0.9999965232386727
6,0.003220628102410196,0.007951187493530402,176.4739762500103,0.9989144594007816,0.9989233629089831,0.9957671957671957,0.9989384288747346,0.9973502914679385,0.9966696918869778,941.0,4.0,3660.0,1.0,0.001091703056768559,0.0010615711252653928,0.9999797245737148,0.9999947848580091
7,0.004331920797481322,0.007082082374160219,176.46715929202037,0.9991315675206253,0.9994541484716157,0.9957716701902748,1.0,0.9978813559322034,0.9973387504825452,942.0,4.0,3660.0,0.0,0.001091703056768559,0.0,0.9999774826783296,0.9999942053977879
8,0.0028014012721676103,0.007171020379904261,191.7905965410173,0.9991315675206253,0.9994541484716157,0.9957716701902748,1.0,0.9978813559322034,0.9973387504825452,942.0,4.0,3660.0,0.0,0.001091703056768559,0.0,0.9999819904672586,0.9999953643182303
9,0.0020586695468033504,0.007059557238420111,199.54798154198215,0.9991315675206253,0.9994541484716157,0.9957716701902748,1.0,0.9978813559322034,0.9973387504825452,942.0,4.0,3660.0,0.0,0.001091703056768559,0.0,0.9999819904672586,0.9999953643182303
10,0.001705654569179102,0.007118477668431015,198.88833975000307,0.9991315675206253,0.9994541484716157,0.9957716701902748,1.0,0.9978813559322034,0.9973387504825452,942.0,4.0,3660.0,0.0,0.001091703056768559,0.0,0.9999819904672587,0.9999953643182302
