epoch,train_loss,val_loss,epoch_seconds,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_mcc,val_tp,val_fp,val_tn,val_fn,val_false_positive_rate,val_false_negative_rate,val_pr_auc,val_roc_auc
1,0.5523230484806452,0.22298491717070743,27.979033583018463,0.9437689969604863,0.9141828104284297,0.8613756613756614,0.8641188959660298,0.8627450980392157,0.8273885024099222,814.0,131.0,3533.0,128.0,0.035753275109170306,0.13588110403397027,0.9678451506099427,0.9905304610649088
2,0.07045786787280182,0.02094973071550694,26.7597194580012,0.9973947025618758,0.9948135412900175,0.9967948717948718,0.9904458598726115,0.9936102236421726,0.9919820172265986,933.0,3.0,3661.0,9.0,0.0008187772925764192,0.009554140127388535,0.9998194415127093,0.9999524842618603
3,0.02099641538873973,0.012058395506386273,28.21882845798973,0.9980460269214069,0.996011575297379,0.9978655282817502,0.9925690021231423,0.9952102182011708,0.9939884542972609,935.0,2.0,3662.0,7.0,0.0005458515283842794,0.0074309978768577496,0.9999384825051949,0.9999840648439167
4,0.011402270589172139,0.0059776435800493605,27.58489912498044,0.9991315675206253,0.9982711804300058,0.9989361702127659,0.9968152866242038,0.997874601487779,0.9973297891362991,939.0,1.0,3663.0,3.0,0.0002729257641921397,0.0031847133757961785,0.9999798227245306,0.9999947848580091
5,0.006626577533638611,0.0038814784483187452,27.738707250042353,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,0.999991060453682,0.9999976821591151
6,0.005238668769604749,0.0025751544651443957,28.01094429200748,0.9997828918801563,0.9994692144373674,1.0,0.9989384288747346,0.9994689325544344,0.9993327109775545,941.0,0.0,3664.0,1.0,0.0,0.0010615711252653928,0.9999988742617972,0.9999997102698893
7,0.0039505475300063864,0.0018985348998694718,27.510085500020068,0.9997828918801563,0.9994692144373674,1.0,0.9989384288747346,0.9994689325544344,0.9993327109775545,941.0,0.0,3664.0,1.0,0.0,0.0010615711252653928,0.9999988742617972,0.9999997102698893
8,0.004756871053190255,0.002431287487196003,28.408824249985628,0.9997828918801563,0.9994692144373674,1.0,0.9989384288747346,0.9994689325544344,0.9993327109775545,941.0,0.0,3664.0,1.0,0.0,0.0010615711252653928,0.9999988742617972,0.9999997102698894
9,0.0019908646095498257,0.0019209348264826065,27.742688832979184,0.9997828918801563,0.9994692144373674,1.0,0.9989384288747346,0.9994689325544344,0.9993327109775545,941.0,0.0,3664.0,1.0,0.0,0.0010615711252653928,0.9999988742617971,0.9999997102698894
10,0.003123134603046206,0.0020817348866388236,27.532691666972823,0.9997828918801563,0.9994692144373674,1.0,0.9989384288747346,0.9994689325544344,0.9993327109775545,941.0,0.0,3664.0,1.0,0.0,0.0010615711252653928,0.9999988742617971,0.9999997102698894
