split,prob_attack,pred,label,device,scenario,text
test,0.0015805697,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 12920 | dst2src_stddev_piat_ms is 6099.39 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 999 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0016012464,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 255 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 13080 | dst2src_stddev_piat_ms is 6099.39 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 999 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.001585337,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 13320 | dst2src_stddev_piat_ms is 6099.18 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0015876605,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 13240 | dst2src_stddev_piat_ms is 6099.10 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0016961737,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 13400 | dst2src_stddev_piat_ms is 6099.18 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0016162012,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 255 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 13160 | dst2src_stddev_piat_ms is 6099.18 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0015845328,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 13319 | dst2src_stddev_piat_ms is 6099.18 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0015694691,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 255 | dst2src_mean_ps is 71.20 | dst2src_bytes is 356 | dst2src_stddev_ps is 6.26 | src2dst_max_piat_ms is 14080 | dst2src_stddev_piat_ms is 9376.86 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 60 | dst2src_min_piat_ms is 999 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 1 | bidirectional_rst_packets is 1
test,0.0015662817,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 255 | dst2src_mean_ps is 71.20 | dst2src_bytes is 356 | dst2src_stddev_ps is 6.26 | src2dst_max_piat_ms is 14080 | dst2src_stddev_piat_ms is 9337.22 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 60 | dst2src_min_piat_ms is 999 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 1 | bidirectional_rst_packets is 1
test,0.0015607242,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 253 | dst2src_mean_ps is 74 | dst2src_bytes is 296 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 7319 | dst2src_stddev_piat_ms is 1527.53 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0016012464,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 255 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 13080 | dst2src_stddev_piat_ms is 6099.39 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 999 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0015906639,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 13069 | dst2src_stddev_piat_ms is 6099.18 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0015711795,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 255 | dst2src_mean_ps is 71.20 | dst2src_bytes is 356 | dst2src_stddev_ps is 6.26 | src2dst_max_piat_ms is 14080 | dst2src_stddev_piat_ms is 9416.30 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 60 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 1 | bidirectional_rst_packets is 1
test,0.0015982237,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 13160 | dst2src_stddev_piat_ms is 6099.18 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0015639986,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 296 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 7239 | dst2src_stddev_piat_ms is 1527.53 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0020590553,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 296 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 6840 | dst2src_stddev_piat_ms is 1527.96 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 999 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0032254648,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 296 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 3440 | dst2src_stddev_piat_ms is 1527.53 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0018485992,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 255 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 13419 | dst2src_stddev_piat_ms is 6099.39 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 999 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.093291946,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 296 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 6749 | dst2src_stddev_piat_ms is 1527.53 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0015994468,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 255 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 13080 | dst2src_stddev_piat_ms is 6099.18 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0015746693,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 13080 | dst2src_stddev_piat_ms is 6099.61 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 998 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0015885495,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 13320 | dst2src_stddev_piat_ms is 6099.39 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 999 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0015789024,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 12920 | dst2src_stddev_piat_ms is 6099.18 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0016047409,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 222 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 1241 | dst2src_stddev_piat_ms is 707.11 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0015861645,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 255 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 13239 | dst2src_stddev_piat_ms is 6099.18 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0016460724,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 12802 | dst2src_stddev_piat_ms is 6099.39 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 999 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0024091653,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 253 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 13000 | dst2src_stddev_piat_ms is 6101.19 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0015650862,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 255 | dst2src_mean_ps is 74 | dst2src_bytes is 148 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 759 | dst2src_stddev_piat_ms is 0 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.001573244,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 296 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 6999 | dst2src_stddev_piat_ms is 1527.53 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.023534972,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 255 | dst2src_mean_ps is 74 | dst2src_bytes is 296 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 3440 | dst2src_stddev_piat_ms is 1527.53 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0015866917,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 255 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 12920 | dst2src_stddev_piat_ms is 6099.39 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 999 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0016335222,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 254 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 12840 | dst2src_stddev_piat_ms is 6099.39 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 999 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
test,0.0016618763,0,1,wisenet-camera,ddos_wisenet-camera_80,src2dst_max_ps is 255 | dst2src_mean_ps is 74 | dst2src_bytes is 444 | dst2src_stddev_ps is 0 | src2dst_max_piat_ms is 12840 | dst2src_stddev_piat_ms is 6099.18 | dst2src_psh_packets is 0 | src2dst_min_piat_ms is 0 | bidirectional_min_ps is 66 | dst2src_min_piat_ms is 1000 | bidirectional_min_piat_ms is 0 | dst2src_rst_packets is 0 | bidirectional_rst_packets is 0
