epoch,train_loss,val_loss,epoch_seconds,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_mcc,val_tp,val_fp,val_tn,val_fn,val_false_positive_rate,val_false_negative_rate,val_pr_auc,val_roc_auc
1,0.3261135698326129,0.02001921887235749,287.6103075830033,0.9984802431610942,0.9962845010615711,1.0,0.9925690021231423,0.9962706446457112,0.9953272499301964,935.0,0.0,3664.0,7.0,0.0,0.0074309978768577496,0.9998888523906532,0.9999710269889392
2,0.01808736129699951,0.012425846200237392,289.08293279097416,0.9982631350412505,0.9957537154989384,1.0,0.9915074309978769,0.9957356076759062,0.9946593809387134,934.0,0.0,3664.0,8.0,0.0,0.008492569002123142,0.9991260535955683,0.9995958264957028
3,0.014028767540579351,0.006303947420646827,288.7420855410164,0.9982631350412505,0.9957537154989384,1.0,0.9915074309978769,0.9957356076759062,0.9946593809387134,934.0,0.0,3664.0,8.0,0.0,0.008492569002123142,0.9992435539444443,0.9993625937566637
4,0.004104522206304663,0.0024739417938838657,288.6496809999808,0.9995657837603127,0.9993327515552712,0.9989384288747346,0.9989384288747346,0.9989384288747346,0.9986655031105425,941.0,1.0,3663.0,1.0,0.0002729257641921397,0.0010615711252653928,0.9999921696545028,0.9999979718892258
5,0.003553711221225754,0.0037477316311692,289.1232154170284,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,0.9999966239753789,0.9999991308096682
6,0.0017004758979531273,0.000208561413458282,289.02890129195293,1.0,1.0,1.0,1.0,1.0,1.0,942.0,0.0,3664.0,0.0,0.0,0.0,1.0,1.0
7,0.000542075184388216,0.0018764580455834623,289.34716087498236,0.9997828918801563,0.9994692144373674,1.0,0.9989384288747346,0.9994689325544344,0.9993327109775545,941.0,0.0,3664.0,1.0,0.0,0.0010615711252653928,1.0000000000000002,1.0
8,0.00020543956248569322,0.002423346879832605,285.64337245799834,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,0.9999988742617972,0.9999997102698894
9,0.00017389662010922833,0.003033892406355601,286.2400684170425,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,0.9999988742617971,0.9999997102698893
10,0.00015834257253190354,0.0030915480614029183,288.18277504103025,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,0.9999988742617972,0.9999997102698894
