epoch,train_loss,val_loss,epoch_seconds,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_mcc,val_tp,val_fp,val_tn,val_fn,val_false_positive_rate,val_false_negative_rate,val_pr_auc,val_roc_auc
1,0.343832307262936,0.012776558473261411,105.82650858402485,0.9984802431610942,0.9962845010615711,1.0,0.9925690021231423,0.9962706446457112,0.9953272499301964,935.0,0.0,3664.0,7.0,0.0,0.0074309978768577496,0.9999932275940945,0.9999982616193364
2,0.015338575883427722,0.006987343386231744,106.91233154101064,0.9989144594007816,0.9985290402284464,0.9968186638388123,0.9978768577494692,0.9973474801061007,0.9966652945068406,940.0,3.0,3661.0,2.0,0.0008187772925764192,0.0021231422505307855,0.9999853508517095,0.999996233508562
3,0.004614781957802943,0.0038543619348483968,107.10939179104753,0.9993486756404689,0.9991962886731751,0.9978791092258749,0.9989384288747346,0.9984084880636604,0.9979992656780488,941.0,2.0,3662.0,1.0,0.0005458515283842794,0.0010615711252653928,0.9999943784565299,0.9999985513494469
4,0.0019264006315266367,0.0022538124248872725,106.73462983302306,0.9995657837603127,0.9993327515552712,0.9989384288747346,0.9989384288747346,0.9989384288747346,0.9986655031105425,941.0,1.0,3663.0,1.0,0.0002729257641921397,0.0010615711252653928,0.999997750908633,0.9999994205397787
5,0.003122622444402845,0.0031637395596000456,106.75411387498025,0.9995657837603127,0.9997270742358079,0.9978813559322034,1.0,0.9989395546129375,0.9986674425798219,942.0,2.0,3662.0,0.0,0.0005458515283842794,0.0,0.9999932275940945,0.9999982616193364
6,0.0037052558154558545,0.00427253625683575,106.56320079200668,0.9993486756404689,0.9988019659926386,0.9989373007438895,0.9978768577494692,0.9984067976633032,0.9979976873606986,940.0,1.0,3663.0,2.0,0.0002729257641921397,0.0021231422505307855,0.9999887960174522,0.999997102698894
7,0.0011424323046370806,0.0024018658415016166,106.4787200409919,0.9995657837603127,0.9993327515552712,0.9989384288747346,0.9989384288747346,0.9989384288747346,0.9986655031105425,941.0,1.0,3663.0,1.0,0.0002729257641921397,0.0010615711252653928,0.9999955113271659,0.9999988410795575
8,0.00026285630103754814,0.00348742541304963,106.37979154201457,0.9995657837603127,0.9993327515552712,0.9989384288747346,0.9989384288747346,0.9989384288747346,0.9986655031105425,941.0,1.0,3663.0,1.0,0.0002729257641921397,0.0010615711252653928,0.9999988742617971,0.9999997102698893
9,0.00026871550080261606,0.0020782366081703954,107.6236251249793,0.9997828918801563,0.9994692144373674,1.0,0.9989384288747346,0.9994689325544344,0.9993327109775545,941.0,0.0,3664.0,1.0,0.0,0.0010615711252653928,0.9999955113271659,0.9999988410795575
10,0.00018465718695860346,0.002086221645810379,106.71816404198762,0.9997828918801563,0.9994692144373674,1.0,0.9989384288747346,0.9994689325544344,0.9993327109775545,941.0,0.0,3664.0,1.0,0.0,0.0010615711252653928,0.9999943950838159,0.9999985513494469
